Description,Avg_Elasticity,Obs,Sensitivity
ORANGE VOTIVE CANDLE,-1.1322222222222227,15,Elastic (price-sensitive)
CALENDAR FAMILY FAVOURITES,-1.1089221546385428,5,Elastic (price-sensitive)
FIVE HEART HANGING DECORATION,-1.0841825434627226,4,Elastic (price-sensitive)
BAKING MOULD ROSE MILK CHOCOLATE,-1.00563319530712,6,Elastic (price-sensitive)
TREE T-LIGHT HOLDER WILLIE WINKIE,-1.0028084474302357,3,Elastic (price-sensitive)
SET OF 4 PISTACHIO LOVEBIRD COASTER,-0.940633557310447,7,Inelastic (price-tolerant)
ROSES IN WHITE HEART CANDLE ,-0.936408700605778,3,Inelastic (price-tolerant)
GARAGE KEY FOB,-0.9340158926831319,4,Inelastic (price-tolerant)
HEARTS  STICKERS,-0.8597226144546624,6,Inelastic (price-tolerant)
RED SPOTTY PEG BAG,-0.848910474238018,5,Inelastic (price-tolerant)
HAND WARMER BABUSHKA DESIGN,-0.8488688649771504,5,Inelastic (price-tolerant)
ASSORTED COLOUR SILK COIN PURSE,-0.8349793336686169,5,Inelastic (price-tolerant)
DOORMAT MERRY CHRISTMAS RED ,-0.7962234825928634,10,Inelastic (price-tolerant)
CARRIAGE,-0.7888464355938852,7,Inelastic (price-tolerant)
BUBBLE GUM SCARF KNITTING KIT,-0.7716409873412381,5,Inelastic (price-tolerant)
PINK FAIRY CAKE CHILDRENS APRON,-0.7553092979474535,6,Inelastic (price-tolerant)
EDWARDIAN PARASOL BLACK,-0.6747144804645158,15,Inelastic (price-tolerant)
SQUARE MIRROR CURTAIN,-0.588790376290369,7,Inelastic (price-tolerant)
BLUE POLKADOT PASSPORT COVER,-0.5886024232178071,4,Inelastic (price-tolerant)
HEART T-LIGHT HOLDER,-0.5796764969815624,12,Inelastic (price-tolerant)
PARTY METAL SIGN ,-0.5571865367877651,6,Inelastic (price-tolerant)
STRAWBRY SCENTED VOTIVE CANDLE,-0.5026934870684854,13,Inelastic (price-tolerant)
BEIGE PHOTO ALBUM,-0.46082621082621084,3,Inelastic (price-tolerant)
REINDEER HEART DECORATION SILVER,-0.4078129975282283,4,Inelastic (price-tolerant)
FAUX FUR CHOCOLATE THROW,-0.40699134199134185,3,Inelastic (price-tolerant)
MINI PAINTED GARDEN DECORATION ,-0.387706127477872,7,Inelastic (price-tolerant)
BLUE KASHMIRI OCCASIONAL TABLE,-0.3742184076706315,4,Inelastic (price-tolerant)
VINTAGE BLUE KITCHEN CABINET,-0.3571428571428575,5,Inelastic (price-tolerant)
SET OF 4 NAPKIN CHARMS STARS   ,-0.16615123887514519,8,Inelastic (price-tolerant)
SET OF 4 NAPKIN CHARMS HEARTS,0.015912644785148457,7,Unusual (positive elasticity)
FELT EGG COSY WHITE RABBIT ,0.05233436154488921,4,Unusual (positive elasticity)
BLOND DOLL DOORSTOP,0.09929406590365512,6,Unusual (positive elasticity)
HEART FILIGREE DOVE LARGE,0.14788616311900427,4,Unusual (positive elasticity)
SET OF 16 VINTAGE RED CUTLERY,0.2502866502866501,4,Unusual (positive elasticity)
RETRO PINK BALL ASHTRAY ,0.2588682432432433,4,Unusual (positive elasticity)
"ACRYLIC JEWEL SNOWFLAKE,PINK",0.29957363425105377,4,Unusual (positive elasticity)
FELTCRAFT CUSHION BUTTERFLY,0.34569187975347476,5,Unusual (positive elasticity)
CHRISTMAS TREE HANGING SILVER ,0.44663248686656054,4,Unusual (positive elasticity)
PINK JEWELLED PHOTO FRAME ,0.47435897435895313,3,Unusual (positive elasticity)
PURPLE BERTIE GLASS BEAD BAG CHARM,0.4982905982905977,3,Unusual (positive elasticity)
JUNGLE POPSICLES ICE LOLLY MOULDS,0.5576332758150967,4,Unusual (positive elasticity)
BLACK PIRATE TREASURE CHEST,0.5923754395678872,3,Unusual (positive elasticity)
HANGING HEART JAR T-LIGHT HOLDER,0.6594564350461949,13,Unusual (positive elasticity)
DOLLY GIRL CHILDRENS CUP,0.6688572086883555,4,Unusual (positive elasticity)
ROUND CACTUS CANDLE,0.6839160192378821,4,Unusual (positive elasticity)
COLOURFUL FLOWER FRUIT BOWL,0.7790350877192983,3,Unusual (positive elasticity)
PLASTERS IN TIN CIRCUS PARADE ,0.790028889023174,3,Unusual (positive elasticity)
ROCKING HORSE RED CHRISTMAS ,0.8955381642035078,4,Unusual (positive elasticity)
TOILET SIGN OCCUPIED OR VACANT,0.8990070078036622,3,Unusual (positive elasticity)
LONDON BUS COFFEE MUG,0.9461699431063956,5,Unusual (positive elasticity)
JAPANESE CROCHETED ANIMAL,1.0094455026167395,5,Unusual (positive elasticity)
CANDLEHOLDER PINK HANGING HEART,1.0227176624742051,6,Unusual (positive elasticity)
FELTCRAFT GIRL AMELIE KIT,1.1059696868554443,3,Unusual (positive elasticity)
CARD SUKI BIRTHDAY,1.316783216783259,5,Unusual (positive elasticity)
DINOSAUR BIRTHDAY CARD,1.362522149667754,3,Unusual (positive elasticity)
SET OF 5 LUCKY CAT MAGNETS ,1.391611092177677,4,Unusual (positive elasticity)
ALARM CLOCK BAKELIKE PINK,1.3916552358221974,4,Unusual (positive elasticity)
SMALL GREEN PEONY FOLDING STOOL,1.4125287649167753,6,Unusual (positive elasticity)
BATH BUILDING BLOCK WORD,1.4465178372735532,4,Unusual (positive elasticity)
REGENCY TEA PLATE PINK,1.4503856604361693,6,Unusual (positive elasticity)
PARTY INVITES SPACEMAN,1.4604929411219851,3,Unusual (positive elasticity)
RETRO SPOT PADDED SEAT CUSHION,1.4910754002741893,4,Unusual (positive elasticity)
BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1.5266690729353023,4,Unusual (positive elasticity)
ROUND STORAGE TIN VINTAGE LEAF,1.580912902847751,3,Unusual (positive elasticity)
PARTY INVITES FOOTBALL,1.6724323690589558,5,Unusual (positive elasticity)
GLASS BON BON JAR,1.752203655327665,4,Unusual (positive elasticity)
SET OF 4 POLKADOT COASTERS,1.7661845730027501,3,Unusual (positive elasticity)
SET/4 BADGES DOGS,1.8787382423746042,3,Unusual (positive elasticity)
FIVE CATS HANGING DECORATION,1.8947340027963429,7,Unusual (positive elasticity)
REGENCY TEA PLATE GREEN ,1.9422341532504874,5,Unusual (positive elasticity)
FOLDING UMBRELLA CHOCOLATE POLKADOT,1.9610206951979077,3,Unusual (positive elasticity)
SILVER JEWELLED MIRROR TRINKET TRAY,1.962090232636122,3,Unusual (positive elasticity)
TOILET METAL SIGN,2.0177006861647566,8,Unusual (positive elasticity)
BLUE HAPPY BIRTHDAY BUNTING,2.093093981968066,12,Unusual (positive elasticity)
ETCHED GLASS DROPLET DECORATION,2.1298651173140413,5,Unusual (positive elasticity)
10 COLOUR SPACEBOY PEN,2.1420713721211992,4,Unusual (positive elasticity)
NATURAL SLATE HEART CHALKBOARD ,2.143176061127157,3,Unusual (positive elasticity)
DOOR MAT RED SPOT,2.259405233942651,3,Unusual (positive elasticity)
4 LILY  BOTANICAL DINNER CANDLES,2.3035802363611197,13,Unusual (positive elasticity)
SET OF 72 RETROSPOT PAPER  DOILIES,2.322937053950723,6,Unusual (positive elasticity)
"KEY FOB , SHED",2.3375222214555964,4,Unusual (positive elasticity)
REGENCY MIRROR WITH SHUTTERS,2.41111111111112,6,Unusual (positive elasticity)
RED RETROSPOT TAPE,2.428662399334423,6,Unusual (positive elasticity)
FOLDING BUTTERFLY MIRROR IVORY ,2.597562532798155,4,Unusual (positive elasticity)
 WHITE CHERRY LIGHTS,3.1848546768222903,3,Unusual (positive elasticity)
PACK OF 12 SKULL TISSUES,3.18831107994824,3,Unusual (positive elasticity)
JAM CLOCK MAGNET,3.193507334279689,3,Unusual (positive elasticity)
PANTRY MAGNETIC  SHOPPING LIST,3.215771556560874,5,Unusual (positive elasticity)
RECYCLING BAG RETROSPOT ,3.3582695498134547,6,Unusual (positive elasticity)
S/6 WOODEN SKITTLES IN COTTON BAG,3.4828605896291664,9,Unusual (positive elasticity)
LARGE CAKE TOWEL CHOCOLATE SPOTS,3.5049849422613595,8,Unusual (positive elasticity)
CARDHOLDER HOLLY WREATH METAL,3.5456370032320366,6,Unusual (positive elasticity)
WOODEN OWLS LIGHT GARLAND ,3.663362210335893,8,Unusual (positive elasticity)
MONEY BOX HOUSEKEEPING DESIGN,3.7059501929627174,6,Unusual (positive elasticity)
BLCK NEW BAROQUE CANDLESTICK CANDLE,3.7766645119586246,3,Unusual (positive elasticity)
ASSORTED CAKES FRIDGE MAGNETS,3.7776936601770106,3,Unusual (positive elasticity)
RETRO PLASTIC POLKA TRAY,3.81503700281636,20,Unusual (positive elasticity)
CHRYSANTHEMUM SKETCHBOOK ,3.8413753633585777,6,Unusual (positive elasticity)
REGENCY CAKESTAND 3 TIER,3.880575195782503,3,Unusual (positive elasticity)
GUMBALL MONOCHROME COAT RACK,3.926957662239516,7,Unusual (positive elasticity)
PIN CUSHION BABUSHKA PINK,4.089972247357684,4,Unusual (positive elasticity)
BAKING MOULD HEART WHITE CHOCOLATE,4.251978932568817,7,Unusual (positive elasticity)
PINK HEART DOTS HOT WATER BOTTLE,4.337748948072932,4,Unusual (positive elasticity)
FELTCRAFT BUTTERFLY HEARTS,4.376381608288304,5,Unusual (positive elasticity)
PINK CHERRY LIGHTS,4.378483446690678,5,Unusual (positive elasticity)
PANTRY WASHING UP BRUSH,4.561916219441201,3,Unusual (positive elasticity)
LUNCH BAG WOODLAND,4.620087834669575,3,Unusual (positive elasticity)
 SET 2 TEA TOWELS I LOVE LONDON ,4.679506717715893,3,Unusual (positive elasticity)
POPPY'S PLAYHOUSE KITCHEN,4.779608911046139,5,Unusual (positive elasticity)
NOVELTY BISCUITS CAKE STAND 3 TIER,4.844080614051162,8,Unusual (positive elasticity)
VINTAGE  2 METER FOLDING RULER,4.883144197319875,3,Unusual (positive elasticity)
SPACE CADET RED,4.97493387929784,5,Unusual (positive elasticity)
"AIRLINE LOUNGE,METAL SIGN",4.979505589370239,6,Unusual (positive elasticity)
CARD HOLDER GINGHAM HEART,4.988203778860915,5,Unusual (positive elasticity)
BOX OF 6 ASSORTED COLOUR TEASPOONS,4.990158573480836,4,Unusual (positive elasticity)
ENGLISH ROSE HOT WATER BOTTLE,5.010270993284746,5,Unusual (positive elasticity)
PLACE SETTING WHITE STAR,5.018438452591943,3,Unusual (positive elasticity)
SET 12 RETRO WHITE CHALK STICKS,5.066851298663741,3,Unusual (positive elasticity)
FRENCH GARDEN SIGN BLUE METAL,5.130461457974768,4,Unusual (positive elasticity)
MONEY BOX CONFECTIONERY DESIGN,5.166995579992154,5,Unusual (positive elasticity)
CARDHOLDER GINGHAM STAR,5.207435104197506,5,Unusual (positive elasticity)
PACK OF 20 NAPKINS PANTRY DESIGN,5.214568937222821,5,Unusual (positive elasticity)
GREEN METAL BOX ARMY SUPPLIES,5.253626016631089,3,Unusual (positive elasticity)
GLASS SPHERE CANDLE STAND MEDIUM,5.26782879605462,5,Unusual (positive elasticity)
PING! MICROWAVE PLATE,5.4456344789567845,11,Unusual (positive elasticity)
SET OF 36 PAISLEY FLOWER DOILIES,5.643293333433626,3,Unusual (positive elasticity)
DOOR MAT ENGLISH ROSE ,5.770950052692534,3,Unusual (positive elasticity)
FELT EGG COSY CHICKEN,5.893140477755867,3,Unusual (positive elasticity)
SET OF 60 PANTRY DESIGN CAKE CASES ,5.897396994674565,4,Unusual (positive elasticity)
SET OF 3 HEART COOKIE CUTTERS,5.99302962735964,3,Unusual (positive elasticity)
POPPY'S PLAYHOUSE LIVINGROOM ,6.064255730739011,3,Unusual (positive elasticity)
6 ROCKET BALLOONS ,6.174452496049216,3,Unusual (positive elasticity)
JUMBO BAG ALPHABET,6.229589768552782,3,Unusual (positive elasticity)
STRAWBERRY SHOPPER BAG,6.238757614486701,7,Unusual (positive elasticity)
VINTAGE SNAP CARDS,6.2392848316000675,4,Unusual (positive elasticity)
ZINC T-LIGHT HOLDER STAR LARGE,6.578866720341879,4,Unusual (positive elasticity)
DOOR MAT 3 SMILEY CATS,6.603872121090665,4,Unusual (positive elasticity)
RED KITCHEN SCALES,6.766508053300551,5,Unusual (positive elasticity)
PINK UNION JACK  PASSPORT COVER ,6.772861722519626,4,Unusual (positive elasticity)
MINI LADLE LOVE HEART PINK,6.809324807239003,4,Unusual (positive elasticity)
CHRISTMAS CRAFT LITTLE FRIENDS,6.868524273008009,5,Unusual (positive elasticity)
REINDEER HEART DECORATION GOLD,7.039899472662347,4,Unusual (positive elasticity)
VINTAGE GLASS TEA CADDY,7.251740622958094,5,Unusual (positive elasticity)
SPACEBOY CHILDRENS CUP,7.2682918271005335,4,Unusual (positive elasticity)
BOTTLE BAG RETROSPOT ,7.319134148450048,14,Unusual (positive elasticity)
SWEETHEART RECIPE BOOK STAND,7.494005180225374,4,Unusual (positive elasticity)
ROBOT BIRTHDAY CARD,7.502938696937547,6,Unusual (positive elasticity)
ASSORTED COLOUR MINI CASES,7.558573986967902,13,Unusual (positive elasticity)
T-LIGHT GLASS FLUTED ANTIQUE,7.576404012894872,10,Unusual (positive elasticity)
SCANDINAVIAN REDS RIBBONS,7.998494838338803,4,Unusual (positive elasticity)
CHERUB HEART DECORATION SILVER ,8.09789863801603,4,Unusual (positive elasticity)
SMALL CERAMIC TOP STORAGE JAR ,8.215387733068889,6,Unusual (positive elasticity)
STRAWBERRY CERAMIC TRINKET BOX,8.590270020311829,9,Unusual (positive elasticity)
BUBBLEGUM RING ASSORTED,8.74451251968256,4,Unusual (positive elasticity)
FRENCH BLUE METAL DOOR SIGN 2,8.771277255334235,3,Unusual (positive elasticity)
GREEN VINTAGE SPOT BEAKER,8.771679914265501,5,Unusual (positive elasticity)
LIPSTICK PEN FUSCHIA,8.932984425092558,6,Unusual (positive elasticity)
FRENCH STYLE STORAGE JAR CAFE ,9.205931474293807,3,Unusual (positive elasticity)
FRENCH BLUE METAL DOOR SIGN 7,9.238626098382051,3,Unusual (positive elasticity)
3 RAFFIA RIBBONS 50'S CHRISTMAS ,9.370732058942236,3,Unusual (positive elasticity)
FELTCRAFT 6 FLOWER FRIENDS,9.371015963362028,4,Unusual (positive elasticity)
CERAMIC STRWBERRY DESIGN MUG,9.42629513709978,3,Unusual (positive elasticity)
CHARLOTTE BAG VINTAGE ALPHABET ,9.593243514339443,3,Unusual (positive elasticity)
FINE WICKER HEART ,9.754181910634948,5,Unusual (positive elasticity)
3D CHRISTMAS STAMPS STICKERS ,9.867306318696654,3,Unusual (positive elasticity)
BEWARE OF THE CAT METAL SIGN ,10.039818917305858,9,Unusual (positive elasticity)
HEART T-LIGHT HOLDER WILLIE WINKIE,10.055867573258897,4,Unusual (positive elasticity)
JAM MAKING SET PRINTED,10.317981486103935,4,Unusual (positive elasticity)
FAIRY CAKES NOTEBOOK A7 SIZE,10.544085102501361,5,Unusual (positive elasticity)
STAR T-LIGHT HOLDER WILLIE WINKIE,10.56698100003139,5,Unusual (positive elasticity)
PACK OF 12 RED RETROSPOT TISSUES ,10.623983581272611,4,Unusual (positive elasticity)
DOOR MAT MULTICOLOUR STRIPE,11.172829345454758,4,Unusual (positive elasticity)
ASSTD DESIGN 3D PAPER STICKERS,11.271055310569123,6,Unusual (positive elasticity)
REGENCY TEA PLATE ROSES ,11.31205980244465,6,Unusual (positive elasticity)
SILVER BELLS TABLE DECORATION,11.429013327343617,3,Unusual (positive elasticity)
ZINC WILLIE WINKIE  CANDLE STICK,11.643217062391182,5,Unusual (positive elasticity)
RETROSPOT TEA SET CERAMIC 11 PC ,11.711247900043317,6,Unusual (positive elasticity)
HOME BUILDING BLOCK WORD,11.740077215084623,3,Unusual (positive elasticity)
SET OF 60 I LOVE LONDON CAKE CASES ,11.868339778690048,4,Unusual (positive elasticity)
3D TRADITIONAL CHRISTMAS STICKERS,11.918707170334434,3,Unusual (positive elasticity)
"CHARLOTTE BAG , SUKI DESIGN",12.219555500006642,3,Unusual (positive elasticity)
POPPY'S PLAYHOUSE BEDROOM ,12.417738968026237,4,Unusual (positive elasticity)
FRENCH WC SIGN BLUE METAL,12.713304006631049,3,Unusual (positive elasticity)
CUPCAKE LACE PAPER SET 6,12.748503411631253,11,Unusual (positive elasticity)
BLUE SQUARE COMPACT MIRROR,12.782149608114324,6,Unusual (positive elasticity)
BIRTHDAY PARTY CORDON BARRIER TAPE,12.891144840008469,4,Unusual (positive elasticity)
LARGE CERAMIC TOP STORAGE JAR,13.040397403469974,4,Unusual (positive elasticity)
NO JUNK MAIL METAL SIGN,13.088289480171237,5,Unusual (positive elasticity)
TRADITIONAL WOODEN CATCH CUP GAME ,13.587565728783336,5,Unusual (positive elasticity)
VINTAGE GLASS T-LIGHT HOLDER,13.750253459950404,5,Unusual (positive elasticity)
KNICKERBOCKERGLORY MAGNET ASSORTED ,14.665948652506575,5,Unusual (positive elasticity)
FAIRY DREAMS INCENSE ,14.82742857142857,5,Unusual (positive elasticity)
SWIRLY CIRCULAR RUBBERS IN BAG,15.052971516659772,5,Unusual (positive elasticity)
CERAMIC PLATE LOVE HEART DESIGN,15.340032350305693,3,Unusual (positive elasticity)
BROCADE RING PURSE ,15.694991185396741,16,Unusual (positive elasticity)
SET OF 4 JAM JAR MAGNETS,15.713646215666467,5,Unusual (positive elasticity)
PANTRY ROLLING PIN,16.432689007531405,4,Unusual (positive elasticity)
SCOTTIE DOGS BABY BIB,16.481027764148962,5,Unusual (positive elasticity)
LAUREL HEART ANTIQUE SILVER,16.506018689635557,6,Unusual (positive elasticity)
CHILDS GARDEN BRUSH BLUE,16.7113823914919,3,Unusual (positive elasticity)
BALLOONS  WRITING SET ,16.994572424096763,5,Unusual (positive elasticity)
OFFICE MUG WARMER PINK,17.006199162017047,7,Unusual (positive elasticity)
POTTERING MUG,17.138750162127792,8,Unusual (positive elasticity)
FULL ENGLISH BREAKFAST PLATE,17.27375015398731,16,Unusual (positive elasticity)
BLUE HARMONICA IN BOX ,17.367668354615038,3,Unusual (positive elasticity)
DAISY SKETCHBOOK ,17.393268466695105,10,Unusual (positive elasticity)
PACK OF 6 PANNETONE GIFT BOXES,18.10221402540621,5,Unusual (positive elasticity)
SET OF 36 TEATIME PAPER DOILIES,18.49833431584064,3,Unusual (positive elasticity)
BLUE VINTAGE SPOT BEAKER,19.44929777936094,4,Unusual (positive elasticity)
72 SWEETHEART FAIRY CAKE CASES,19.79023002360682,12,Unusual (positive elasticity)
DOOR MAT NEW ENGLAND,19.953956803772346,3,Unusual (positive elasticity)
PAINTED METAL PEARS ASSORTED,20.078373359755773,4,Unusual (positive elasticity)
PIGGY BANK RETROSPOT ,20.829276306012638,9,Unusual (positive elasticity)
VICTORIAN SEWING BOX SMALL ,20.8558206942403,7,Unusual (positive elasticity)
JUMBO BAG PEARS,21.51735723355554,4,Unusual (positive elasticity)
GLASS APOTHECARY BOTTLE TONIC,22.095032162379145,3,Unusual (positive elasticity)
CREAM SLICE FLANNEL CHOCOLATE SPOT ,22.24496129755881,5,Unusual (positive elasticity)
HEADS AND TAILS SPORTING FUN,22.44404305682561,5,Unusual (positive elasticity)
HOT WATER BOTTLE TEA AND SYMPATHY,22.862454566971643,7,Unusual (positive elasticity)
CHRISTMAS TREE HANGING GOLD,22.955567775207395,4,Unusual (positive elasticity)
CHARLIE+LOLA PINK HOT WATER BOTTLE,23.55277349725246,11,Unusual (positive elasticity)
FELTCRAFT PRINCESS LOLA DOLL,24.071926872891705,3,Unusual (positive elasticity)
SET OF 4 PANTRY JELLY MOULDS,24.255291636062566,4,Unusual (positive elasticity)
MONEY BOX POCKET MONEY DESIGN,24.396834360454164,3,Unusual (positive elasticity)
SET/3 RED GINGHAM ROSE STORAGE BOX,24.62337943828064,6,Unusual (positive elasticity)
DINOSAURS  WRITING SET ,25.288056612221393,5,Unusual (positive elasticity)
STRAWBERRY FAIRY CAKE TEAPOT,25.45483660241621,3,Unusual (positive elasticity)
OPEN CLOSED METAL SIGN,27.209978971303805,4,Unusual (positive elasticity)
MINI JIGSAW DINOSAUR ,29.660324469977056,4,Unusual (positive elasticity)
FORKED CACTUS CANDLE,29.92958560017029,7,Unusual (positive elasticity)
TRAVEL SEWING KIT,30.217538955308967,3,Unusual (positive elasticity)
POLKADOT CUTLERY 24 PCS IN TRAY,30.88303135108948,8,Unusual (positive elasticity)
SET/20 RED RETROSPOT PAPER NAPKINS ,32.62851600139129,4,Unusual (positive elasticity)
ZINC T-LIGHT HOLDER STARS SMALL,32.83556396083087,5,Unusual (positive elasticity)
PACK OF 12 PINK SPOT TISSUES ,34.52294761362665,6,Unusual (positive elasticity)
MAGNETS PACK OF 4 SWALLOWS,35.02875000292329,5,Unusual (positive elasticity)
RED HEART SHAPE LOVE BUCKET ,36.86983283618459,8,Unusual (positive elasticity)
WRAP CHRISTMAS VILLAGE,37.486318222125426,4,Unusual (positive elasticity)
RECIPE BOX RETROSPOT ,37.542940274341156,3,Unusual (positive elasticity)
SWISS ROLL TOWEL PINK  SPOTS,38.6682203875729,4,Unusual (positive elasticity)
GIFT BAG PSYCHEDELIC APPLES,38.8300036783586,4,Unusual (positive elasticity)
SMALL HEART MEASURING SPOONS,40.37380942187447,3,Unusual (positive elasticity)
STORAGE TIN VINTAGE DOILY ,41.0547039285468,4,Unusual (positive elasticity)
CHRISTMAS GINGHAM STAR,42.608850122460076,6,Unusual (positive elasticity)
RED WOOLLY HOTTIE WHITE HEART.,42.623552353501914,14,Unusual (positive elasticity)
ELEPHANT BIRTHDAY CARD ,42.78905071972779,3,Unusual (positive elasticity)
PACK OF 12 HEARTS DESIGN TISSUES ,42.833201167766944,7,Unusual (positive elasticity)
CHILDRENS GARDEN GLOVES BLUE,43.11093109137721,3,Unusual (positive elasticity)
SILVER LATTICE VANILLA CANDLE POT,44.130498533724555,3,Unusual (positive elasticity)
SILVER DISCO HANDBAG,45.57712904434087,7,Unusual (positive elasticity)
TRIPLE WIRE HOOK IVORY HEART,45.582621082621124,3,Unusual (positive elasticity)
HEART SHAPED HOLLY WREATH,46.31386173065977,4,Unusual (positive elasticity)
IVORY KITCHEN SCALES,48.08038430308885,5,Unusual (positive elasticity)
RED RETROSPOT PEG BAG,48.71359446163876,4,Unusual (positive elasticity)
STAR WOODEN CHRISTMAS DECORATION,49.65987704654204,4,Unusual (positive elasticity)
METAL SIGN HER DINNER IS SERVED ,51.600118318705164,12,Unusual (positive elasticity)
CHRISTMAS CRAFT WHITE FAIRY ,52.69989212506585,4,Unusual (positive elasticity)
BINGO SET,57.06474099075832,4,Unusual (positive elasticity)
COLUMBIAN CANDLE RECTANGLE,57.74072179663188,19,Unusual (positive elasticity)
PINK CAT BOWL,60.93218582391804,10,Unusual (positive elasticity)
DOORMAT FANCY FONT HOME SWEET HOME,64.26701987800021,13,Unusual (positive elasticity)
DOOR HANGER  MUM + DADS ROOM,64.31685216529664,6,Unusual (positive elasticity)
CHILDRENS GARDEN GLOVES PINK,65.72980616846569,3,Unusual (positive elasticity)
CAST IRON HOOK GARDEN TROWEL,69.00488038479124,4,Unusual (positive elasticity)
WASHROOM METAL SIGN,69.23679999144821,9,Unusual (positive elasticity)
LARGE HEART MEASURING SPOONS,69.31850526257819,4,Unusual (positive elasticity)
BLACK BAROQUE CARRIAGE CLOCK,69.73910811263006,4,Unusual (positive elasticity)
VINTAGE UNION JACK CUSHION COVER,70.87746215334957,4,Unusual (positive elasticity)
DOORSTOP RETROSPOT HEART,72.72301407959304,4,Unusual (positive elasticity)
DOORMAT HEARTS,77.30938953643658,13,Unusual (positive elasticity)
DOORMAT SPOTTY HOME SWEET HOME,79.35451016075366,12,Unusual (positive elasticity)
DOORMAT FAIRY CAKE,81.5020698756509,12,Unusual (positive elasticity)
CHRISTMAS STAR WISH LIST CHALKBOARD,87.26680650281175,6,Unusual (positive elasticity)
RED RETRO BAR STOOL,90.65784313725476,3,Unusual (positive elasticity)
EAU DE NILE JEWELLED PHOTOFRAME,122.45232128089557,18,Unusual (positive elasticity)
PAPER LANTERN 9 POINT SNOW STAR,169.94920413477914,6,Unusual (positive elasticity)
WATERING CAN GARDEN MARKER,182.72350107039733,3,Unusual (positive elasticity)
SOLDIERS EGG CUP ,187.60359975446363,8,Unusual (positive elasticity)
GARDENERS KNEELING PAD,197.84395109194963,3,Unusual (positive elasticity)
POTTING SHED TWINE,200.95466080633108,6,Unusual (positive elasticity)
